Company Name,Ticker
AIC MINES LIMITED,A1M
ALFABS AUSTRALIA LIMITED,AAL
ALMA METALS LIMITED,ALM
ALTERRA LIMITED,1AG
ANDROMEDA METALS LIMITED,ADN
ANZ GROUP HOLDINGS LIMITED,ANZ
ASARA RESOURCES LIMITED,AS1
ASTON MINERALS LIMITED,ASO
ASX LIMITED,ASX
AUSMON RESOURCES LIMITED,AOA
AUSTIN METALS LIMITED,AYT
AUSTRALIA UNITED MINING LIMITED,AYM
BALKAN MINING AND MINERALS LIMITED,BMM
BATTERY AGE MINERALS LTD,BM8
BEACON LIGHTING GROUP LIMITED,BLX
BEGA CHEESE LIMITED,BGA
BELLAVISTA RESOURCES LTD,BVR
BINDI METALS LIMITED,BIM
BKI INVESTMENT COMPANY LIMITED,BKI
BLACK CAT SYNDICATE LIMITED,BC8
BLUECHIIP LIMITED,BCT
BOD SCIENCE LIMITED,BOD
BRIDGE SAAS LIMITED,BGE
CAMPLIFY HOLDINGS LIMITED,CHL
CANNINDAH RESOURCES LIMITED,CAE
CARAVEL MINERALS LIMITED,CVV
CASSIUS MINING LIMITED,CMD
CHIMERIC THERAPEUTICS LIMITED,CHM
CLIME CAPITAL LIMITED,CAM
CLIME INVESTMENT MANAGEMENT LTD,CIW
CLOVER CORPORATION LIMITED,CLV
COGSTATE LTD,CGS
COLLINS FOODS LIMITED,CKF
CONTROL BIONICS LIMITED,CBL
DIGITALX LIMITED,DCC
ELANOR COMMERCIAL PROPERTY FUND,ECF
ESTRELLA RESOURCES LIMITED,ESR
EUROPEAN LITHIUM LIMITED,EUR
EVE HEALTH GROUP LIMITED.,EVE
EVT LIMITED,EVT
EXCITE TECHNOLOGY SERVICES LTD,EXT
FFI HOLDINGS LIMITED,FFI
FIRST ABU DHABI BANK PJSC,FA2
FIRST AU LIMITED,FAU
FRUGL GROUP LIMITED,FGL
GENETIC SIGNATURES LIMITED,GSS
GENUSPLUS GROUP LTD,GNP
GLG CORP LTD,GLE
GLOBAL LITHIUM RESOURCES LIMITED,GL1
GRAND GULF ENERGY LIMITED,GGE
GREENVALE ENERGY LTD,GRV
HEARTS AND MINDS INVESTMENTS LIMITED,HM1
HILLGROVE RESOURCES LIMITED,HGO
HMC CAPITAL LIMITED,HMC
I SYNERGY GROUP LIMITED,IS3
INFOMEDIA LTD,IFM
INVESTOR CENTRE LIMITED,ICU
IVE GROUP LIMITED,IGL
KAILI RESOURCES LIMITED,KLR
KALI METALS LIMITED,KM1
KNOSYS LIMITED,KNO
KOBA RESOURCES LIMITED,KOB
LAKE RESOURCES N.L.,LKE
LION SERIES 2022-1 TRUST,LN1
LYCOPODIUM LIMITED,LYL
MADER GROUP LIMITED,MAD
MAKO GOLD LIMITED,MKG
MAYUR RESOURCES LIMITED,MRL
MEDALLION TRUST SERIES 2017-1,MZ1
MERCHANT HOUSE INTERNATIONAL LIMITED,MHI
METALLICA MINERALS LIMITED,MLM
METRICS INCOME OPPORTUNITIES TRUST,MOT
MICRO-X LIMITED,MX1
MONEYME LIMITED,MME
NATIONWIDE BUILDING SOCIETY.,NBS
NEUREN PHARMACEUTICALS LIMITED,NEU
NEW SOUTH WALES TREASURY CORPORATION,XNC
NEW ZEALAND KING SALMON INVESTMENTS LIMITED,NZK
NINE ENTERTAINMENT CO. HOLDINGS LIMITED,NEC
NOBLE HELIUM LIMITED,NHE
NORTHERN MINERALS LIMITED,NTU
NUHEARA LIMITED,NUH
NUIX LIMITED,NXL
ORCODA LIMITED,ODA
ORDELL MINERALS LIMITED,ORD
PACIFIC NICKEL MINES LIMITED,PNM
PENTANET LIMITED,5GG
PIVOTAL METALS LIMITED,PVT
POLYNOVO LIMITED,PNV
PRESTAL HOLDINGS LIMITED,PTL
PRODIGY GOLD NL,PRX
PROGRESS 2023-2 TRUST,POH
PUREPROFILE LTD,PPL
PWR HOLDINGS LIMITED,PWH
QANTAS AIRWAYS LIMITED,QAN
QUESTE COMMUNICATIONS LIMITED,QUE
QUICKSTEP HOLDINGS LIMITED,QHL
RAGNAR METALS LIMITED,RAG
RAMSAY HEALTH CARE LIMITED,RHC
REEF CASINO TRUST,RCT
REGIS RESOURCES LIMITED,RRL
RELIANCE WORLDWIDE CORPORATION LIMITED,RWC
RESIMAC GROUP LTD,RMC
RESOURO STRATEGIC METALS INC.,RAU
RIMFIRE PACIFIC MINING LIMITED,RIM
ROCKETBOOTS LIMITED,ROC
RTG MINING INC.,RTG
SANTANA MINERALS LIMITED,SMI
SG FLEET GROUP LIMITED,SGF
SHRIRO HOLDINGS LIMITED,SHM
SI6 METALS LIMITED,SI6
SIERRA RUTILE HOLDINGS LIMITED,SRX
SIETEL LIMITED,SSL
SIMS LIMITED,SGM
SOUTHERN CROSS GOLD LTD,SXG
SOVEREIGN CLOUD HOLDINGS LIMITED,SOV
SUPERLOOP LIMITED,SLC
TARUGA MINERALS LIMITED,TAR
TASK GROUP HOLDINGS LIMITED,TSK
THE A2 MILK COMPANY LIMITED,A2M
THE CALMER CO INTERNATIONAL LIMITED,CCO
THE GO2 PEOPLE LTD,GO2
THOMSON RESOURCES LIMITED,TMZ
TLOU ENERGY LIMITED,TOU
TOMBADOR IRON LIMITED,TI1
TOP END ENERGY LIMITED,TEE
TOUBANI RESOURCES LIMITED,TRE
TRAKA RESOURCES LIMITED,TKL
TRITON MINERALS LTD,TON
VARISCAN MINES LIMITED,VAR
VEEM LTD,VEE
WINGARA AG LTD,WNR
YOWIE GROUP LTD,YOW
ZIMI LIMITED,ZMM
333D LIMITED,T3D
5E ADVANCED MATERIALS INC.,5EA
ABX GROUP LIMITED,ABX
ACTINOGEN MEDICAL LIMITED,ACW
ACTIVEPORT GROUP LTD,ATV
ALARA RESOURCES LIMITED,AUQ
AMERICAN RARE EARTHS LIMITED,ARR
AMP LIMITED,AMP
ANATARA LIFESCIENCES LTD,ANR
APOLLO SERIES 2015-1 TRUST,AOL
AQUIRIAN LIMITED,AQN
ARDEA RESOURCES LIMITED,ARL
ASIAN BATTERY METALS PLC,AZ9
AURUM RESOURCES LIMITED,AUE
AUSTRALIAN RARE EARTHS LIMITED,AR3
AUSTRALIAN UNITY LIMITED,AYU
BWP TRUST,BWP
CANTERBURY RESOURCES LIMITED,CBY
CAPE RANGE LTD,CAG
CAQ HOLDINGS LIMITED,CAQ
CHALLENGER GOLD LIMITED,CEL
CHARTER HALL RETAIL REIT,CQR
CLEAN SEAS SEAFOOD LIMITED,CSS
CLEARVIEW WEALTH LIMITED,CVW
CODRUS MINERALS LIMITED,CDR
COSOL LIMITED,COS
CRITICAL RESOURCES LIMITED,CRR
CYNATA THERAPEUTICS LIMITED,CYP
DART MINING NL,DTM
DATELINE RESOURCES LIMITED,DTR
DEVEX RESOURCES LIMITED,DEV
DIABLO RESOURCES LIMITED,DBO
DICKER DATA LIMITED,DDR
DRA GLOBAL LIMITED,DRA
DRIVER AUSTRALIA MASTER TRUST,DAM
EILDON CAPITAL GROUP,EDC
EMPIRE RESOURCES LIMITED,ERL
ENCOUNTER RESOURCES LIMITED,ENR
ENVIROSUITE LIMITED,EVS
EVZ LIMITED,EVZ
FENIX RESOURCES LTD,FEX
FIRSTWAVE CLOUD TECHNOLOGY LIMITED,FCT
FLAGSHIP INVESTMENTS LIMITED,FSI
FLIGHT CENTRE TRAVEL GROUP LIMITED,FLT
GOLDEN CROSS RESOURCES LTD,GCR
GOLDEN STATE MINING LIMITED,GSM
GRAINCORP LIMITED,GNC
GTN LIMITED,GTN
HALO FOOD CO. LIMITED,HLF
HARTSHEAD RESOURCES NL,HHR
HAZER GROUP LIMITED,HZR
HEARTLAND GROUP HOLDINGS LIMITED,HGH
HELIOS ENERGY LTD,HE8
HORIZON MINERALS LIMITED,HRZ
HUMM GROUP LIMITED,HUM
IMAGE RESOURCES NL,IMA
INTERSTAR MILLENNIUM SERIES 2004-1E TRUST,IMQ
INVESTSMART GROUP LIMITED,INV
INVION LIMITED,IVX
ITECH MINERALS LTD,ITM
JANISON EDUCATION GROUP LIMITED,JAN
K2FLY LIMITED,K2F
KAIROS MINERALS LIMITED,KAI
KING RIVER RESOURCES LIMITED,KRR
KIP MCGRATH EDUCATION CENTRES LIMITED,KME
KRAKATOA RESOURCES LIMITED,KTA
LA TROBE FINANCIAL CAPITAL MARKETS TRUST 2021-1,LT2
LA TROBE FINANCIAL CAPITAL MARKETS TRUST 2023-2,LR4
LARAMIDE RESOURCES LTD,LAM
LARK DISTILLING CO. LTD,LRK
LATITUDE GROUP HOLDINGS LIMITED,LFS
LION ONE METALS LIMITED,LLO
MACH7 TECHNOLOGIES LIMITED,M7T
MARVEL GOLD LIMITED,MVL
MAYFIELD CHILDCARE LIMITED,MFD
MEDALLION TRUST SERIES 2014-1P,MPZ
MEDALLION TRUST SERIES 2016-1,MZF
MERCURY NZ LIMITED,MCY
METALS ACQUISITION LIMITED,MAC
MOHO RESOURCES LIMITED,MOH
NICKEL INDUSTRIES LIMITED,NIC
NICKELX LIMITED,NKL
NUCHEV LIMITED,NUC
NUTRITIONAL GROWTH SOLUTIONS LTD,NGS
OMNI BRIDGEWAY LIMITED,OBL
ORA BANDA MINING LTD,OBM
ORIGIN ENERGY LIMITED,ORG
PANORAMIC RESOURCES LIMITED,PAN
PARKD LTD,PKD
PATRYS LIMITED,PAB
PEPPER RESIDENTIAL SECURITIES TRUST NO. 39,PEP
PEPPER SPARKZ TRUST NO.5,PE5
PEREGRINE GOLD LTD,PGD
PERPETUAL RESOURCES LIMITED,PEC
PLATINA RESOURCES LIMITED,PGM
QEM LIMITED,QEM
QX RESOURCES LIMITED,QXR
RAS TECHNOLOGY HOLDINGS LIMITED,RTH
RED HILL MINERALS LIMITED,RHI
REDCASTLE RESOURCES LIMITED,RC1
REGAL PARTNERS LIMITED,RPL
RESMED INC,RMD
RESOLUTE MINING LIMITED,RSG
RESOLUTION MINERALS LTD,RML
REVOLVER RESOURCES HOLDINGS LTD,RRR
RICHMOND VANADIUM TECHNOLOGY LIMITED,RVT
ROOTS SUSTAINABLE AGRICULTURAL TECHNOLOGIES LTD,ROO
SCIDEV LTD,SDV
SECOS GROUP LTD,SES
SERIES 2024-1 WST TRUST,WS1
SEVEN GROUP HOLDINGS LIMITED,SVW
SHINE JUSTICE LTD,SHJ
SITE GROUP INTERNATIONAL LIMITED,SIT
SOUTHERN HEMISPHERE MINING LIMITED,SUH
SPHERIA EMERGING COMPANIES LIMITED,SEC
SUPERIOR RESOURCES LIMITED,SPQ
SWIFT NETWORKS GROUP LIMITED,SW1
TANAMI GOLD NL,TAM
TELSTRA CORPORATION LIMITED..,TL1
TOP SHELF INTERNATIONAL HOLDINGS LTD,TSI
TURACO GOLD LIMITED,TCG
UNIBAIL-RODAMCO-WESTFIELD,URW
UNIVERSAL BIOSENSORS INC.,UBI
WAYPOINT REIT,WPR
WEBJET LIMITED,WEB
WEST WITS MINING LIMITED,WWI
WHITEBARK ENERGY LTD,WBE
XANADU MINES LTD,XAM
ZOOM2U TECHNOLOGIES LIMITED,Z2U
4DMEDICAL LIMITED,4DX
ADALTA LIMITED,1AD
ADMIRALTY RESOURCES NL.,ADY
AIR NEW ZEALAND LIMITED,AIZ
ALLIANCE NICKEL LIMITED,AXN
ALLUP SILICA LIMITED,APS
AMCIL LIMITED,AMH
ARB CORPORATION LIMITED.,ARB
ARGENT BIOPHARMA LIMITED,RGT
ARTICORE GROUP LIMITED,ATG
ARTRYA LIMITED,AYA
ASHLEY SERVICES GROUP LIMITED,ASH
ASPIRE MINING LIMITED,AKM
ASTRAL RESOURCES NL,AAR
AURORA LABS LIMITED,A3D
AUSGOLD LIMITED,AUC
AUSTIN ENGINEERING LIMITED,ANG
AUSTRALASIAN METALS LIMITED,A8G
BCAL DIAGNOSTICS LIMITED,BDX
BELL FINANCIAL GROUP LIMITED,BFG
BIO-GENE TECHNOLOGY LTD,BGT
BISALLOY STEEL GROUP LIMITED,BIS
BOUGAINVILLE COPPER LIMITED,BOC
BRAINCHIP HOLDINGS LTD,BRN
CANN GROUP LIMITED,CAN
CAPSTONE COPPER CORP.,CSC
CATALANO SEAFOOD LTD,CSF
CENTREX LIMITED,CXM
CLARITY PHARMACEUTICALS LTD,CU6
CLINUVEL PHARMACEUTICALS LIMITED,CUV
COMMS GROUP LTD,CCG
COSMO METALS LIMITED,CMO
CRITICAL MINERALS GROUP LIMITED,CMG
DE.MEM LIMITED,DEM
DECMIL GROUP LIMITED,DCG
DELTA LITHIUM LIMITED,DLI
DOMINION MINERALS LIMITED,DLM
DOUUGH LIMITED,DOU
DUNDAS MINERALS LIMITED,DUN
EMETALS LIMITED,EMT
ENERO GROUP LIMITED,EGG
ENTYR LIMITED,ETR
EP&T GLOBAL LIMITED,EPX
EQ RESOURCES LIMITED,EQR
ERRAWARRA RESOURCES LTD,ERW
EVOLUTION ENERGY MINERALS LIMITED,EV1
EXCELSIOR CAPITAL LTD,ECL
FINDER ENERGY HOLDINGS LIMITED,FDR
FIRSTMAC MORTGAGE FUNDING TRUST NO.4 SERIES 2-2020,FM5
FIRSTMAC MORTGAGE FUNDING TRUST NO.4 SERIES 3PP-2019,FM4
FLEXIROAM LIMITED,FRX
FORRESTANIA RESOURCES LIMITED,FRS
GENETIC TECHNOLOGIES LIMITED,GTG
GOLDEN DEEPS LIMITED.,GED
GREENWING RESOURCES LTD,GW1
GREENX METALS LIMITED,GRX
IDT AUSTRALIA LIMITED,IDT
INSURANCE AUSTRALIA GROUP LIMITED,IAG
IRON ROAD LIMITED,IRD
JUPITER MINES LIMITED.,JMS
KINGSROSE MINING LIMITED,KRM
LA TROBE FINANCIAL CAPITAL MARKETS TRUST 2023-1,LR1
LIBERTY FINANCIAL GROUP,LFG
LIBERTY PRIME SERIES 2021-1,LP1
LIFE360 INC.,360
LIGHT & WONDER INC.,LNW
LOVE GROUP GLOBAL LTD,LVE
MACQUARIE GROUP LIMITED,MQG
MACRO METALS LIMITED,M4M
METALS AUSTRALIA LTD,MLS
N1 HOLDINGS LIMITED,N1H
NATIONAL RMBS TRUST 2015-1 SERIES 2015-1,NAJ
NETWEALTH GROUP LIMITED,NWL
NEXTED GROUP LIMITED,NXD
OREXPLORE TECHNOLOGIES LIMITED,OXT
OTTO ENERGY LIMITED,OEL
PERENTI LIMITED,PRN
PETRATHERM LTD,PTR
PHARMAUST LIMITED,PAA
PLATINUM ASSET MANAGEMENT LIMITED,PTM
PLATO INCOME MAXIMISER LIMITED.,PL8
PROGRESS 2021-1 TRUST,POB
RESOURCE DEVELOPMENT GROUP LIMITED,RDG
RUBIX RESOURCES LIMITED,RB6
RYDER CAPITAL LIMITED,RYD
SEQUOIA FINANCIAL GROUP LTD,SEQ
SIERRA NEVADA GOLD INC.,SNX
SOCO CORPORATION LTD,SOC
SOLSTICE MINERALS LIMITED,SLS
SOVEREIGN METALS LIMITED,SVM
SRG GLOBAL LIMITED,SRG
SSR MINING INC.,SSR
SUNRISE ENERGY METALS LIMITED,SRL
TASMEA LIMITED,TEA
TEN SIXTY FOUR LIMITED,X64
TOURISM HOLDINGS RENTALS LIMITED,THL
TRUE NORTH COPPER LIMITED,TNC
TRUSCOTT MINING CORPORATION LIMITED,TRM
TRUSCREEN GROUP LIMITED,TRU
TUNGSTEN MINING NL,TGN
UNITH LTD,UNT
USCOM LIMITED,UCM
VERBREC LIMITED,VBC
VINTAGE ENERGY LTD,VEN
VIVA LEISURE LIMITED,VVA
WARRIEDAR RESOURCES LIMITED,WA8
WOOLWORTHS GROUP LIMITED,WOW
YANCOAL AUSTRALIA LIMITED,YAL
ABACUS STORAGE KING,ASK
ACDC METALS LTD,ADC
ADORE BEAUTY GROUP LIMITED,ABY
ALLEGRA MEDICAL TECHNOLOGIES LIMITED,AMT
ALTHEA GROUP HOLDINGS LIMITED,AGH
ARENA REIT.,ARF
ARMADA METALS LIMITED,AMM
ASPEN GROUP,APZ
ATOMO DIAGNOSTICS LIMITED,AT1
AUDIO PIXELS HOLDINGS LIMITED,AKP
AUSTAL LIMITED,ASB
AUSTRALIAN VINTAGE LTD,AVG
AUTOSPORTS GROUP LIMITED.,ASG
BEFOREPAY GROUP LIMITED,B4P
BEONIC LTD,BEO
BIGTINCAN HOLDINGS LIMITED,BTH
BIRDDOG TECHNOLOGY LIMITED,BDT
BLAZE MINERALS LIMITED,BLZ
BNK BANKING CORPORATION LIMITED,BBC
BOTALA ENERGY LTD,BTE
BREVILLE GROUP LIMITED,BRG
CAPRICE RESOURCES LTD,CRS
CARAWINE RESOURCES LIMITED,CWX
CARNARVON ENERGY LIMITED,CVN
CHALICE MINING LIMITED,CHN
COMPUMEDICS LIMITED,CMP
CONNEXION MOBILITY LTD,CXZ
COOLABAH METALS LIMITED,CBH
CORELLA RESOURCES LTD,CR9
CREDIT INTELLIGENCE LTD,CI1
CUFE LTD,CUF
CYGNUS METALS LIMITED,CY5
DESOTO RESOURCES LIMITED,DES
DEXUS,DXS
DISCOVERY ALASKA LIMITED,DAF
DRAGON MOUNTAIN GOLD LIMITED,DMG
ELEMENT 25 LIMITED,E25
ELEMENTOS LIMITED,ELT
ELIXIR ENERGY LIMITED,EXR
EMBARK EARLY EDUCATION LIMITED,EVO
EML PAYMENTS LIMITED,EML
ENERGY TRANSITION MINERALS LTD,ETM
ENTERPRISE METALS LIMITED,ENT
EQUUS MINING LIMITED,EQE
EVERGREEN LITHIUM LIMITED,EG1
FELIX GOLD LIMITED,FXG
FIRETAIL RESOURCES LIMITED,FTL
FRONTIER DIGITAL VENTURES LIMITED,FDV
FUSE MINERALS LIMITED,FSE
FUTURE GENERATION AUSTRALIA LIMITED,FGX
GALAN LITHIUM LIMITED,GLN
GENESIS MINERALS LIMITED,GMD
GRATIFII LIMITED,GTI
GTI ENERGY LTD,GTR
HAWSONS IRON LTD,HIO
HEAVY RARE EARTHS LIMITED,HRE
HUB24 LIMITED,HUB
HYGROVEST LIMITED,HGV
HYTERRA LTD,HYT
IMEXHS LIMITED,IME
IMUGENE LIMITED,IMU
INGHAMS GROUP LIMITED,ING
INTERNATIONAL EQUITIES CORPORATION LIMITED.,IEQ
JAYRIDE GROUP LIMITED,JAY
JINDALEE LITHIUM LIMITED,JLL
KAROON ENERGY LTD,KAR
KFW,KFW
KINETIKO ENERGY LTD,KKO
KMD BRANDS LIMITED,KMD
KUNIKO LIMITED,KNI
LEFROY EXPLORATION LIMITED,LEX
LIBERTY SERIES 2020-3,LI9
LINDSAY AUSTRALIA LIMITED,LAU
LION ENERGY LIMITED,LIO
LIONTOWN RESOURCES LIMITED,LTR
LITCHFIELD MINERALS LIMITED,LMS
LIVEHIRE LIMITED,LVH
LUMOS DIAGNOSTICS HOLDINGS LIMITED,LDX
M3 MINING LIMITED,M3M
MAGNETITE MINES LIMITED.,MGT
MANHATTAN CORPORATION LIMITED,MHC
MARQUEE RESOURCES LIMITED,MQR
MCMILLAN SHAKESPEARE LIMITED,MMS
MCS SERVICES LIMITED,MSG
METRO FINANCE 2023-1 TRUST,MF3
MFF CAPITAL INVESTMENTS LIMITED,MFF
MONASH IVF GROUP LIMITED,MVF
MORELLA CORPORATION LIMITED,1MC
NATIONAL AUSTRALIA BANK LIMITED,NAB
NATIONAL STORAGE REIT,NSR
NEW HOPE CORPORATION LIMITED,NHC
NEW TALISMAN GOLD MINES LIMITED,NTL
NEW ZEALAND OIL & GAS LIMITED,NZO
NORONEX LIMITED,NRX
NORWEST MINERALS LIMITED,NWM
ODESSA MINERALS LIMITED,ODE
ODYSSEY GOLD LTD,ODY
OM HOLDINGS LIMITED,OMH
ORBITAL CORPORATION LIMITED,OEC
ORDINARY (UNLISTED/LISTED - COSACS),ZOR
ORION EQUITIES LIMITED,OEQ
PANORAMA AUTO TRUST 2024-1,PA2
PEEL MINING LIMITED,PEX
PENGANA PRIVATE EQUITY TRUST,PE1
PHARMX TECHNOLOGIES LIMITED,PHX
PILOT ENERGY LIMITED,PGY
POINTSBET HOLDINGS LIMITED,PBH
PROMINENCE ENERGY LIMITED,PRM
QUEENSLAND PACIFIC METALS LIMITED,QPM
QUICKFEE LIMITED,QFE
RADIOPHARM THERANOSTICS LIMITED,RAD
RAMELIUS RESOURCES LIMITED,RMS
RANGE INTERNATIONAL LIMITED,RAN
REECE LIMITED,REH
RENT.COM.AU LIMITED,RNT
RESOURCE MINING CORPORATION LIMITED,RMI
RESOURCES & ENERGY GROUP LIMITED,REZ
REY RESOURCES LIMITED,REY
RHYTHM BIOSCIENCES LIMITED,RHY
RIVERSGOLD LIMITED,RGL
RUBICON WATER LIMITED,RWL
SANDON CAPITAL INVESTMENTS LIMITED,SNC
SANTOS FINANCE LIMITED,SFV
SATURN METALS LIMITED,STN
SEAFARMS GROUP LIMITED,SFG
SMARTGROUP CORPORATION LTD,SIQ
SPENDA LIMITED,SPX
TESORO GOLD LTD,TSO
THETA GOLD MINES LIMITED,TGM
TRANSURBAN FINANCE COMPANY PTY LTD,TA1
TRIBECA GLOBAL NATURAL RESOURCES LIMITED,TGF
TRIVARX LTD,TRI
WELLFULLY LIMITED,WFL
WESTERN GOLD RESOURCES LIMITED.,WGR
WHITE ENERGY COMPANY LIMITED,WEC
XAMBLE GROUP LIMITED,XGL
ZEUS RESOURCES LIMITED,ZEU
1414 DEGREES LIMITED,14D
ADRAD HOLDINGS LIMITED,AHL
AGL ENERGY LIMITED.,AGL
ALICANTO MINERALS LIMITED,AQI
ALMONTY INDUSTRIES INC.,AII
ALPHA HPA LIMITED,A4N
AMANI GOLD LIMITED,ANL
ANAX METALS LIMITED,ANX
ANEKA TAMBANG (PERSERO) TBK (PT),ATM
ARCADIA MINERALS LIMITED,AM7
ARMOUR ENERGY LIMITED,AJQ
ASPERMONT LIMITED.,ASP
AUSQUEST LIMITED,AQD
AUSTRAL RESOURCES AUSTRALIA LTD,AR1
AUSTRALIAN AGRICULTURAL PROJECTS LIMITED,AAP
AUSTRALIAN ETHICAL INVESTMENT LIMITED,AEF
AUSTRALIAN STRATEGIC MATERIALS LIMITED,ASM
BLACK ROCK MINING LIMITED,BKT
BOWEN COKING COAL LIMITED,BCB
BRAMBLES LIMITED,BXB
BRAVURA SOLUTIONS LIMITED.,BVS
BSP FINANCIAL GROUP LIMITED,BFL
C29 METALS LIMITED,C29
CARBONXT GROUP LIMITED,CG1
CGN RESOURCES LIMITED,CGR
CHARIOT CORPORATION LTD,CC9
CHARTER HALL SOCIAL INFRASTRUCTURE REIT,CQE
CITY CHIC COLLECTIVE LIMITED,CCX
CLARA RESOURCES AUSTRALIA LTD,C7A
CLEANSPACE HOLDINGS LIMITED,CSX
CLOSE THE LOOP LTD.,CLG
CLUEY LTD,CLU
COAST ENTERTAINMENT HOLDINGS LIMITED,CEH
CODA MINERALS LTD,COD
CONSTELLATION RESOURCES LIMITED,CR1
CONSTELLATION TECHNOLOGIES LIMITED,CT1
CULLEN RESOURCES LIMITED,CUL
CYPRIUM METALS LIMITED,CYM
DETERRA ROYALTIES LIMITED,DRR
DOMACOM LIMITED,DCL
DOMAIN HOLDINGS AUSTRALIA LIMITED.,DHG
DTI GROUP LTD,DTI
ECARGO HOLDINGS LIMITED,ECG
ELIXINOL WELLNESS LIMITED,EXL
ENERGY ONE LIMITED,EOL
EURO MANGANESE INC,EMN
EVEREST METALS CORPORATION LTD,EMC
EXPERIENCE CO LIMITED,EXP
FLEXI ABS TRUST 2019-2,FA1
FOCUS MINERALS LTD,FML
FORESTA GROUP HOLDINGS LIMITED,FGH
GENEX POWER LIMITED,GNX
GOLD ROAD RESOURCES LIMITED,GOR
HEAVY MINERALS LIMITED,HVY
HELIX RESOURCES LIMITED,HLX
HIGH-TECH METALS LTD,HTM
HOT CHILI LIMITED,HCH
HYDRIX LIMITED,HYD
IDP EDUCATION LIMITED,IEL
ILUKA RESOURCES LIMITED,ILU
IONEER LTD,INR
IRIS METALS LIMITED,IR1
JAMES HARDIE INDUSTRIES PLC,JHX
JERVOIS GLOBAL LIMITED,JRV
K2 ASSET MANAGEMENT HOLDINGS LTD,KAM
KELSIAN GROUP LIMITED,KLS
KORAB RESOURCES LIMITED,KOR
LATIN RESOURCES LIMITED,LRS
LATROBE MAGNESIUM LIMITED,LMG
LCL RESOURCES LIMITED,LCL
LITHIUM PLUS MINERALS LTD.,LPM
MAGELLAN FINANCIAL GROUP LIMITED,MFG
MANUKA RESOURCES LTD.,MKR
MCPHERSON'S LIMITED,MCP
MELODIOL GLOBAL HEALTH LIMITED,ME1
MESOBLAST LIMITED,MSB
METAL BANK LIMITED,MBK
METAL HAWK LIMITED.,MHK
METRICS MASTER INCOME TRUST,MXT
METRO PERFORMANCE GLASS LIMITED,MPP
MICROBA LIFE SCIENCES LIMITED,MAP
MINDAX LIMITED,MDX
MIRAMAR RESOURCES LIMITED,M2R
MLG OZ LIMITED,MLG
NANOSONICS LIMITED,NAN
NICO RESOURCES LIMITED,NC1
NIMY RESOURCES LIMITED,NIM
NOUMI LIMITED,NOU
NUENERGY GAS LIMITED,NGY
NUFARM LIMITED,NUF
OPYL LIMITED,OPL
OSMOND RESOURCES LIMITED,OSM
PATAGONIA LITHIUM LTD,PL3
PEPPERMINT INNOVATION LIMITED,PIL
PEXA GROUP LIMITED,PXA
PLATINUM CAPITAL LIMITED,PMC
PO VALLEY ENERGY LIMITED,PVE
PROGRESS 2020-1 TRUST,POA
PROSPA GROUP LIMITED.,PGL
QMINES LIMITED,QML
QORIA LIMITED,QOR
QUEENSLAND TREASURY CORPORATION,XQL
RAGUSA MINERALS LTD,RAS
RED 5 LIMITED,RED
RESOURCE BASE LIMITED.,RBX
RINCON RESOURCES LIMITED,RCR
ROCKETDNA LTD.,RKT
SERIES 2020-1 WST TRUST,WB1
SOLVAR LIMITED,SVR
SPRINTEX LIMITED,SIX
STANMORE RESOURCES LIMITED,SMR
STAUDE CAPITAL GLOBAL VALUE FUND LIMITED,GVF
STEAMSHIPS TRADING COMPANY LIMITED,SST
STORY-I LIMITED,SRY
STRIKE ENERGY LIMITED,STX
STRUCTURAL MONITORING SYSTEMS PLC,SMN
SUPER RETAIL GROUP LIMITED,SUL
TABCORP HOLDINGS LIMITED,TAH
TALGA GROUP LTD,TLG
TEST SECURITY,TES
THE HYDRATION PHARMACEUTICALS COMPANY LIMITED,HPC
THE MARKET LIMITED,MKT
TREASURY CORPORATION OF VICTORIA,XVG
UVRE LIMITED,UVA
VGI PARTNERS GLOBAL INVESTMENTS LIMITED,VG1
VITAL METALS LIMITED,VML
VITURA HEALTH LIMITED,VIT
VMOTO LIMITED,VMT
VONEX LIMITED..,VN8
WA KAOLIN LIMITED,WAK
WAY 2 VAT LTD.,W2V
WCM GLOBAL GROWTH LIMITED,WQG
WESTERN YILGARN NL,WYX
WILDCAT RESOURCES LIMITED,WC8
WOOMERA MINING LIMITED,WML
YARI MINERALS LIMITED,YAR
YOJEE LIMITED,YOJ
ZELIRA THERAPEUTICS LIMITED,ZLD
ACCELERATE RESOURCES LIMITED,AX8
ACUMENTIS GROUP LIMITED,ACU
ADACEL TECHNOLOGIES LIMITED,ADA
ADELONG GOLD LIMITED,ADG
ADVERITAS LIMITED,AV1
AEON METALS LIMITED.,AML
AGRIMIN LIMITED,AMN
ALDERAN RESOURCES LIMITED,AL8
ALTAIR MINERALS LIMITED,ALR
ALTERITY THERAPEUTICS LIMITED,ATH
ANAGENICS LIMITED,AN1
ANTEOTECH LTD,ADO
APA GROUP,APA
ARAFURA RARE EARTHS LTD,ARU
ARGENICA THERAPEUTICS LIMITED,AGN
ARGOSY MINERALS LIMITED,AGY
AROA BIOSURGERY LIMITED,ARX
ASIAN DEVELOPMENT BANK,ATB
AUKING MINING LIMITED,AKN
AUSTRALIAN PACIFIC COAL LIMITED,AQC
AUSTRALIAN UNITED INVESTMENT COMPANY LIMITED,AUI
